loan_word;purist_equivalent_edited
incerteyn;onseker
incertitude;onsekerheyd
incessament;onophoudelijk
inceste;bloedschande
incesteren;bloedschande begaan, bloedschande bedrijven
incident;voorval, inval, tusschen val, toeval, invalling, geval
incidentie;invalling, toevalling, tusschenvalling
incideren;voorvallen, tusschenvallen, invallen, geschieden
incipieren;beginnen, anvangen
incisie;insnijding, opsnijding, doorsnijding, snijding, Incisie, houw
incitateur;anporrer, ophitser, anhitser
incitatie;anporring, anhitsing, ophitsing
inciteren;anporren, opstooken, anhitsen, anlokken, ophitsen
incivil;onbeleeft, onheus
inciviliteyt;onbeleeftheyd, onheusheyd, Inciviliteyt, onburgerlijkheyd
inclement;onsagtmoedig, ongenadig, straf
inclementie;onsagtmoedigheyd, ongenade, ongenadigheyd, straffigheyd
inclinatie;toeneyging, neyging, genegentheyd, buyging, hellinge, verandering
inclineren;neygen, toeneygen, genegen zijn, buygen
includeren;insluyten
inclusie;insluyting
inclusive;insluytelijk, binnen gerekent
incluys;ingeslooten, binnen, inbegreepen
incoginabel;onbedenkelijk
incolumiteit;ongeschondentheyd, welstand, gesontheyd, welvaarentheyd
incomiteren;vergeselschappen
incommensurabel;onmeetelijk, onmede-meetelijk, ongemeeten
incommodatie;ontrieving, verongemakking, ongelegentheyd-maaking
incommoderen;ontrieven, ongelegentheyd maaken, verongemakken
incommoditeit;ongelegentheyd, ongemak, ongerijf
incommunicabel;onmede-deelbaar
incomparabel;onvergelijkkelijk
incompatibel;onverdraaglijk, onlijdelijk
incompetent;ononderhoorig, onwettig, onbehoorlijk, ontoebehoortig
incompetente regter;ononderhoorige regter, onwettige regter, is die onderwelkers regtgebied men niet woont
incompetentie;ononderhoorigheyd, onwettigheyd, ontoebehoortigheyd
incompeteren;niet behooren
incompleet;onvervult, onvolkomen, gebrekkig
incomprehensibel;onbegrijpelijk
incongruiteyt;wanschikkelijkheyd, ongevoeglijkheyd, on-over-eenkoming
inconsiderantie;onopmerking, onbedagtsaamheyd, reukeloosheyd
inconsideratie;onbesintheyd, reukeloosheyd
inconstant;onstantvastig, wispeltuurig, ongestadig
inconstantie;onstantvastigheyd, wispeltuurigheyd, ongestaadigheyd
incontinentie;oninhoudentheyd, oningetoogentheyd, ongemaatigheyd,lustvolging, ongetoomtheyd, wulpsheyd
inconvenient;ongeval, misval, ongeluk
inconvenientie;onovereenkoming, onovereenkomst, ongelegenheyd
incorect;onverbetert, gebreekig
incorporatie;inlijving
incorporeel;onlighamelijk, onlijffelijk
incorporeren;inlijven, inneemen
incorrectie;onverbetering, onverbetertheyd,gebreeklijkheyd
incorruptibel;onverderffelijk
incredibel;ongelooflijk
incredul;ongeloovig
increduliteyt;ongeloovigheyd
increment;anwassing, rijsing, angroeying
increpatie;bekijving, bestraffing
increperen;bekijven, bestraffen
inculcatie;inscherping, instamping, intreeding
inculpabel;onbeschuldiglijk, onstraffelijk, onschuldig, onstrafbaar,onschuldigbaar
inculpatie;beschuldiging
inculperen;beschuldigen
inculqueren;instampen, intreeden, indouwen, inscherpen
incumberen;opleggen, opsteunen, anvorderen, op toeleggen, op anleggen, voorhebben
incurabel;ongeneeslijk
incurreren;anloopen, inloopen, tegen loopen
incurreren;invallen, gelijk als men in schade valt
incursie;anloop, optogt, anval, inval
indagatie;ondersoeking, navorsching, naspooring
indageren;ondersoeken, navorschen, naspooren
indecent;onbetaamelijk
indeclinabel;onbuygelijk, on-ontwijkelijk, niet ontwijkelijk
indemneren;schadeloos houden, ontheffen, vryhouden, schade vergoeden
indemniteyt presteren;siet indemneren
indemniteyt;schadeloosheyd, vryhouding, schadelooshouding,schade-vergoeding
indemonstrabel;onbetooglijk, onbetoonelijk
indepedent;on-afhangig, van niemant afhangend, onverbonden
independentie;on-afhangelijkheyd, onverbondentheyd
indice;ken-teyken
indiceren;anseggen, gebieden
indicibel;onuytspreekelijk, onseggelijk, onbediedelijk
indictie;ansegging, tijd-gebod
indifferent;eenderley, eveneens, onverscheydelijk, onverscheelig,ononderscheydelijk
indifferentie;onverscheel, onverscheeligheyd
indigene;ingeboorene, inbooreling
indigentie;behoeftigheyd, schorting, gebreeking
indigeren;behoeven, gebreeken, gebrek hebben
Indigestie;onschikking, verwarring, wanschikking
indigestie;onverdouwing, onverteerentheyd, rauwheyd, teermagteloosheyd
indigiteren;te kennen geeven, anwijsen, met duym en vingeren indouwen
indignatie;verontwaarding, onwaardigheyd, euvelneeming, weder waardigheyd
indigneren;veronwaardigen, kwaalijk neemen
indirect;door omwegen, kromswegs, averregts, afstreeks
indiscreet;onbescheyden
indiscretie;onbescheydentheyd
indisert;onbespraakt, wanspraakelijk, wantaalig
indispoost;ongestelt, kwaalijk gestelt, ongesontheyd
indispositie;ongesteltheyd, kwaalijk gesteltheyd, ongesontheyd
indissolubel;onlosselijk, onoplosselijk
indivisibel;ondeelbaar, ondeelijk
indocile;onleersaam
indociliteyt;onleerlijkheyd, onleersaamheyd
indocte;ongeleert, niet onderweesen
indole;inborst, aart
indomitabel;ontembaar, onbetemmelijk
indubitabel;ontwijffellijk, ontwijffelbaar
induceren;inleyden, doen ingaan, invoeren
Induceren;uytschrabben, deurhaalen
inductie;anraading, wijs maaking, anlokking, verlokking
indulgentie;gedooging, toelaating, vrygeeving, verwilliging, aflaat
indulgeren;gedoogen, toelaaten, vrygeeven, verwilligen, aflaat geeven
induratie;verharding, hartmaaking
indureren;verharden, hardmaaken
industrie;gaauwigheyd, wakkerheyd, kloekheyd, naarstigheyd, vernuftigheyd
ineffabel;onuytspreekelijk
ineffabiliteyt;onuytspreekelijkheyd
inefficax;kragteloos, onkragtig
inegaal;oneffen, ongelijk
inegaliteyt;oneffenheyd, ongelijkheyd
inept;onbekwaam, onnut, niet dienende, ongerijmt, onhebbelijk
ineptie;onbekwaamheyd, onnutheyd, ongerijmtheyd
inertie;luyheyd, vadsigheyd
inestimabel;onschattelijk, onwaardeerlijk
inevitabel;onvermijdelijk
inexcusabel;onverschoonlijk, schuldbaar
inexecutie;onuytregting, onuytgeregtheyd
inexisteren;in zijn
inexpert;ongeoeffent, onversogt
inexplicabel;onuytleggelijk
inexpugnabel;onwinnelijk, onverwinnelijk, onwinbaar
inextricabel;onuytwikkelijk, onuytreddelijk
infaam;eerloos, kwaalijk berugt, die geen goed gerugt na gaat
infallibel;onbedrieglijk
infallibiliteyt;onbedrieglijkheyd
infameren;eer-rooven, schandvlekken, kwaalijk berugt maaken
infamie;eer-rooving, eerloosheyd, kwaalijk berugtheyd, schandvlek
infanterye;voetvolk, krijgsvolk te voet in den Oorlog dienende
infantie;kindsheyd, onmondigheyd
infect;besmet, stinkend, vergiftigt
infecteren;besmetten, vergiftigen
infel;opsienders mut, de welke de roomse geestelijke opsienders(Bisschoppen) der gemeenten droegen op ’t hoofd, zijnde muts seer hoogen na boven spits toeloopende
infereren;inbrengen, invoeren, indraagen
inferieur;laager, minder, onderbeurtig, onderdaan
infernaal;van beneden, van onder, onderaardsch
infertil;onvrugtbaar
infesteren;beleedigen, bekommeren
infidel;ontrouw, trouwloos, ongeloovig
infideliteyt;ontrouwheyd, ontrouwigheyd, trouloosheyd, ongeloovigheyd,ongeloof
infim;laagst, nederigst
infirm;onsterk, swak
infirmeren;verswakken, swak maaken, onsterken, onsterk maaken
infirmery;siekhuys, gasthuys
infirmiteyt;swakheyd, onsterkheyd, losheyd
inflammatie;ontsteeking, vlamming
inflammeren;ontsteeken, doen vlammen, vlammig maaken
inflatie;opblaasing, swelling
inflecteren;ombuygen, inbuygen, invouwen,inkrommen, keeren
inflectie;ombuyging, inbuyging, invouwing, inkromming, keering
inflexibel;onbuygsaam, onbuygelijk
infligatie;inslaaning, tegenslaaning, anslaaning, slaaning, smyting
infligeren;tegenslaan, inslaan, anslaan, slaan, smyten
influentie;invloeying
influeren;invloeyen
influx;invloed, invloeying
inform;ongedaantig, ongestaltig
informatie doen;onderregting doen, ondersoeken
informatie;kundschap, berigting, bescheyd, kennis, onderregting, ondersoeking,onderwijsing
informeren;kennis neemen, kundschap doen, berigten, ondersoeken, onderregten,onderwijsen
infortuyn;tegenspoed, rampspoed, ongeluk
infracteur;overtreeder, inbreeker
infractie;inbreuk, overtreeding
infrangibel;onbreekelijk
infrequent;selden
infringeren;breeken, inbreeken, overtreeden, te niet doen, om stooten
infructueux;onvrugtbaar
infunderen;instorten, ingieten
infusie;instorting, ingieting, doorgieting
ingenerabel;onteelbaar
ingenieur;vestbouwer, sterkte bouwer, bolwerker
ingenieux;sinrijk, verstandig, verstandelijk
ingereren;indraagen, indringen, instellen
ingien;soek engien
ingratitude;ondankbaarheyd
ingredient;inmengsel
ingredienten;inmengsels
ingredieren;intreeden, ingaan
ingressie;intreeding, ingang
inhabil;onbekwaam, onhebbelijk, onnut
inhabiliteyt;ombekwaamheyd, onnutheyd, onhebbelijkheyd
inhabitabel;onbewoonelijk, onwoonbaar
inherentie;inhanging, anhanging, ankleeving
inhereren;inhangen, anhangen, inblijven, inkleeven, gevestigt zijn
inhesie;sie inherentie
inhiberen;beletten, verhinderen, agterwaarts houden, te rug houden, ophouden,opschorten
inhibitie;opschorting, verhindering, belet, ophouding
inhonest;eerloos, oneerbaar
inhospitaliteyt;onherberging, onherbergsaamheyd, ongastvryheyd
inhumain;onbeleeft, onmenschelijk, onheusch
inhumaniteyt;onbeleeftheyd, onmenschelijkheyd, onheuschheyd
inimicitie;vyandschap
inimitabel;onnavolgelijk
iniquiteyt;ongeregtigheyd, onbillikheyd
initiatie;inheyliging, inwying, intreeding, eerste intreeding in eenig ampt ofbediening
injunctie;invoeging, toevoeging, beveeling, oplegging
injungeren;invoegen, toevoegen, beveelen, opleggen
injurie;hoon, lastering, ongelijk, onregt
injurieren;hoonen, lasteren, verongelijken, verwijten, iemand hoon ongelijkandoen
injuste;onregtvaardig
injustitie;onregtvaardigheyd, ongeregtigheyd
innavigabel;onvaarbaar, onbevaarlijk, onbeseylbaar
innocent;onnoosel, onschuldig, schuldeloos
innocentie;onnoselheyd
innovatie;vernieuwing, verandering, weer beginning
innoveren;vernieuwen, nieuwigheyd bybrengen, weder beginnen, veranderen
innumerabel;ontelbaar, ontallijk
inobedient;ongehoorsaam
inopinabel;onmeynlijk, onmeynbaar
inornaat;ongetsiert
inprovisie;onvoorsiens
inquietatie;on rusting
inquieteren;ontrusten
inquietude;onrust
inquinatie;besmetting, bevlekking
inquineren;besmetten, bevlekken
inquireren;ondersoeken, doorsnuffelen, verneemen, navorschen
inquisiteur;ondersoeker, soeker, navraager
inquisitie;ondersoek, ondersoeking, verneeming, naspeuring
insanabel;ongeneeslijk
insanie;dolligheyd
insatiabel;onversadelijk
inscriberen;inschrijven, opschrijven, toeschrijven, te koop setten, noemen,vergeeten, scheuren
inscript;ingeschreven
inscriptie;inschrijving, opschrijving, opschrift
inscrutabel;ondoorsoekelijk, ondoorgrondelijk
insel;eyland
insensibel;ongevoelijk
inseparabel;onscheydelijk, onafscheydelijk
insereren;invoegen, byvoegen, inlijven, insetten, insteeken, indoen, tusschenstellen, tusschen voegen, tusschen setten, ondermengen
insertie;invoeging, byvoeging, tusschenvoeging, tusschenstelling,tusschensteeking, insteeking, inlijving, indoening, insetting, ondermenging
inserviren;dienen, bedienen
insidie;belaaging, laaglegging, list, schuylhoek
insigne;merkteyken, kenteyken
insimulatie;betigting, anklaaging, beschulding, lastering
insimuleren;beschuldigen, betigten, anklaagen, lasteren
insinuant;waarschouwer, verkondiger, bekentmaaker, anmelder, verwittiger,te kennen geever
insinuatie;waarschouwing, verkondiging, bekentmaaking, te kennen geeving,verwittiging, anmelding
insinueerde;gewaarschoude, verwittigde, bekent gemaakte, verkondigde
insinueren;bekent maaken, verwittigen, waarschouwen, te kennen geeven,anmelden, verkondigen
insipientie;sotheyd, dwaasheyd
insisteren;anhouwen, anstaan, volherden, op eenig ding vast blijven staan, byblijven
insociabel;ongeselschappig, ongesellig
insolent;ongewoon
insolentie;ongewoonlijkheyd, ongewoonheyd
insolide;ondigt
insolvent;onvermogen om te betaalen, kan niet betaalen
insolventie;onbetaaling, betaaling onvermogenheyd, niet betaaling,onbetaalbaarheyd
inspectie oculair;oogbeschouwing, besigtiging
inspectie;besigting, beschouwing, anschouwing, roojing
inspicieren;insien, ansien, anschouwen
inspiratie;inblaasing, anblaasing, ingeeving
inspireren;ingeeven, inblaasen, anblaasen
instabel;onbestandig, wankelbaar
instantelijk;anhoudentlijk, geduuriglijk, volstandiglijk
instantie;vervolg van regtspleeging, regtsvervolg, voorregtbetrekking,regtspleegers vervolg
instauratie;herstelling, opregting, vernieuwing, weer opregting
instaureren;opregten, vernieuwen, herstellen
insteren;anhouden, ansoeken, vervolgen, volherden, geduurig benaerstigen
Insteren;naaken, na by zijn
instigatie;opstooking, anhitsing, anstouwing
instigeren;opstooken, anstouwen, drijven, ophitsen
instinct;drift, ingeeving, inblaasing
institueren tot erfgenaam;erfgenaam stellen,erfgenaam maaken
institueren;insetten, instellen, stellen, anstellen, iets voorneemen, beginnen
Institueren;vaerdig en bereyd maaken, onderwijsen, onderrigten
institutie van erfgenaam;erfgenaam stelling, erfgenaam maaking
institutie;insetting, instelling, stelling
instruct;toegerust, bereyd, toegestelt
instructie;toebereyding, berigt, onderregting, toeregting, toestelling, onderwijs,schriftelijk bewijs
instrueren;toebereyden, berigten, onderregten, toerusten, toestellen, toeregten,onderwijsen, schriftelijk bewijsen
instrument van guarant;brieven van vrywaaring, brieven van waarschap,vrywaaring-schrift, siet garand
instrument;handeltuyg-schrift, verbond-schrift, geschrift van iemantshandel
instrumenten;verband-brieven, verband-schriften
insufficient;ongenoegsaam
insufficientie;ongenoegsaamheyd
Insultatie;beschimping, bespotting, schamperheyd
insultatie;opspringing, met ongestuymigheyd, ongestuymige opspringing
insulteren;met ongestuymigheyd opspringen, beschimpen, bespotten
insupportabel;onverdraaglijk
integreren;heelen, heel maaken
integriteyt;geheelheyd, degelijkheyd, opregtigheyd, louterheyd, ongekreuktheyd
intellect;vernuft, verstand, kennis
intellectie;verstaaning, kenning
intelligentie;kundschap, verstand, kennis
intelligibel;verstaanlijk, verstaanbaar
intemperantie;ongemaatigheyd
intenderen;spannen, uyttrekken, uytstrekken, vermeerderen
intendit overleggen;eysch bewijs-schrift overleggen
intendit te sien overleggen met de verificatien van dien;het eysch-schrift te sienoverleggen met de waarmaaking van dien
intendit te verifieren;het eysch bewijs-schrift waar maaken, het eyschbewijs-schrift met bewijsingen sterken
intendit;eysch-schrift, eysch bewijs-schrift, begeerte bewijs-schrift
intensie;verstijving, inspanning
intenteren een proces;geding anleggen, geding onderneemen, eengeding beginnen
Intenteren;dreygen, rekken
intenteren;versoeken, anleggen, anwenden, onderstaan, onderneemen, beginnen
intentie;meyning, voorneeming, voorstel, oogwit, oogmerk, opset, opsetting,wille
intercalatie;tusschentelling, tijdvoeging, jaarsleutel
intercapedo;tusschen begrijping, tusschen beydenheyd, tusschen begrijp
Intercederen;tegenstellen, tegenstaan, beletten
intercederen;tusschen spreeken, bemiddelen, tusschen beyde komen, belooven
intercesseur;middelaar, tusschenspreeker
intercipieren;onderscheppen, tusschen neemen, beneemen, met listigheydvangen beletten
interdiceerde;verbodene
interdicent;verbieder
interdicente;verbiedster
interdiceren;verbieden, verbod doen, iemant iet verbieden
interdict redoubleren;tegen verbod doen, tegen eysch doen, wedereyschdoen
interdict;verbod
interdictie;verbieding, verbod
interesseren;beschadigen, vernadeelen, verkorten
Interest;geldswinste, geldsgewin, jaarlijkse geldswinst
interest;schade, nadeel, missing, belang
interesten;geldswinsten
interficieren;dooden, ombrengen
interieur;inwendig, innerlijk
interinement;gestading, bevestiging, gestant doening
interineren;gestaden
interjecteren het appel;’t beroep inbrengen om te laaten anschrijven
interjecteren;
interjectie van appel;inbrenging des beroeps, anschrijving des beroeps
Interjectie;inbrenging
interjectie;inwerping, inwerpsel, inwerp, tusschenwerping, tusschenstelling
interjicieren het appel;
interjicieren;inwerpen, tusschenwerpen
interlocutie;tusschen spreeking, tusschen spraak
interlocutoir vonnis;soek vonnis interlocutoir
interlocutoir;tusschen gewijsde
interlocutoir;tusschen spreekig, tusschen spreekelijk
interloqueren;tusschen spreeken
interminabel;oneyndelijk, onbepaalbaar
intermissie;aflaating, ophouding voor tijd, tusschen beyde laating, tusschenkomst
intermitteren;ophouden, aflaaten, tusschen beyde laaten, voor tijd agterlaaten
interpellatie;inspraak, anspraak, tusschenspraak, te hulp roeping
interpelleren;inspreeken, anspreeken, tusschen spreeken, versoeken, verhinderen,vergen
interponeren;tusschen stellen, ondersetten, tusschen setten
interpositie;tusschen stelling, tusschen setting, ondersetting
interpretatie;uytlegging, verklaaring, bedied, vertaaling
interpreteren;uytleggen, verklaaren, vertaalen, bedieden
interpunctatie;tusschen stipping, onderscheyding met tussche stippen
interrogatie;ondervraaging, ondersoeking, vraage
interrogatorien;vraagstukken
interrogeren;ondervraagen, vraagen, ondersoeken
interrumperen;afbreeken, breeken, in ’t midden breeken, tusschen invallen,scheuren
interrumperen;niet laaten vervolgens komen, iets by brengen daar men een saak mede veragtert doet stille staan
